cust_id,CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,_corrupt_record,city,cust_age,cust_id,date_created,date_updated,email,first_name,gender,income,last_name,phone_number,postal,state
cust_64,710082708,Existing Customer,44,M,4,Post-Graduate,Single,$120K +,Blue,32,2,4,2,23957.0,2102,21855.0,0.997,1276,26,0.733,0.088,,Washington,35.0,cust_64,12/17/2020,12/17/2020,aridsdole1r@360.cn,Andrey,Female,27193.0,Ridsdole,+1 202 287 8836,20244,District of Columbia
cust_65,708155733,Existing Customer,53,M,2,High School,Single,$120K +,Blue,44,4,2,2,14734.0,1634,13100.0,0.989,1289,23,0.917,0.111,,Newark,39.0,cust_65,2/25/2020,2/25/2020,jmannion1s@people.com.cn,Jemimah,Female,47932.0,Mannion,+1 302 988 0063,19714,Delaware
cust_66,788979258,Existing Customer,51,M,4,Uneducated,Single,$80K - $120K,Silver,38,4,1,4,34516.0,1515,33001.0,0.592,1293,32,0.6,0.044,,El Paso,19.0,cust_66,1/18/2020,1/18/2020,nbrunon1t@ezinearticles.com,Neddie,Male,45125.0,Brunon,+1 915 741 1710,79911,Texas
cust_67,807986133,Existing Customer,57,M,2,College,Married,$60K - $80K,Blue,52,5,3,3,6584.0,1817,4767.0,0.62,1353,35,0.667,0.276,,Grand Forks,33.0,cust_67,8/4/2021,8/4/2021,amcquarter1u@seattletimes.com,Any,Male,52108.0,McQuarter,+1 701 202 0907,58207,North Dakota
cust_68,788730933,Existing Customer,44,F,2,Uneducated,Single,Less than $40K,Blue,20,6,3,3,2084.0,1468,616.0,1.004,1132,28,0.556,0.704,,Houston,61.0,cust_68,1/5/2022,1/5/2022,hblastock1v@sfgate.com,Hamel,Female,44429.0,Blastock,+1 713 570 1577,77234,Texas
cust_69,711314058,Existing Customer,49,M,2,Graduate,Married,$60K - $80K,Blue,32,2,2,2,1687.0,1107,580.0,1.715,1670,17,2.4,0.656,,Corpus Christi,44.0,cust_69,1/2/2020,1/2/2020,ljones1w@wp.com,Lucie,Male,50159.0,Jones,+1 361 611 3408,78426,Texas
cust_70,717975333,Existing Customer,50,M,2,Doctorate,Married,$80K - $120K,Blue,38,6,2,2,25300.0,1330,23970.0,1.072,837,15,2.0,0.053,,Saint Louis,39.0,cust_70,3/21/2022,3/21/2022,lklejna1x@xing.com,Layla,Male,44265.0,Klejna,+1 314 990 5626,63143,Missouri
cust_71,715971108,Existing Customer,51,M,4,Graduate,Single,$120K +,Blue,42,3,2,3,34516.0,1763,32753.0,1.266,1550,41,1.05,0.051,,Los Angeles,27.0,cust_71,11/29/2021,11/29/2021,mlowther1y@statcounter.com,Maggie,Female,42695.0,Lowther,+1 818 684 0125,90065,California
cust_72,720096558,Existing Customer,55,F,2,Graduate,Married,Less than $40K,Blue,42,5,3,3,2216.0,1034,1182.0,0.758,1540,36,0.286,0.467,,Sacramento,48.0,cust_72,5/27/2021,5/27/2021,jbagley1z@acquirethisname.com,Jordon,Male,43658.0,Bagley,+1 916 778 6517,94273,California
cust_73,719580033,Existing Customer,54,M,1,Graduate,Unknown,$60K - $80K,Blue,43,4,2,3,2910.0,2030,880.0,0.769,1256,21,0.4,0.698,,Durham,39.0,cust_73,2/4/2021,2/4/2021,mlaverick20@blogs.com,Mathias,Male,37615.0,Laverick,+1 919 997 8217,27717,North Carolina
cust_74,820582308,Existing Customer,42,M,5,Uneducated,Married,$80K - $120K,Blue,37,6,2,2,22913.0,1528,21385.0,0.414,1394,35,0.522,0.067,,Irving,31.0,cust_74,3/7/2022,3/7/2022,fpaoli21@google.it,Filmer,Male,33073.0,Paoli,+1 972 703 6282,75062,Texas
cust_75,789973308,Existing Customer,44,M,1,College,Single,$60K - $80K,Blue,35,3,3,3,24312.0,1932,22380.0,1.312,1341,24,1.182,0.079,,Los Angeles,14.0,cust_75,1/12/2022,1/12/2022,ualgate22@google.com.hk,Ursula,Female,43954.0,Algate,+1 818 817 8330,90020,California
cust_76,712876233,Existing Customer,53,M,2,Graduate,Single,$80K - $120K,Blue,36,5,3,2,5272.0,1515,3757.0,0.857,1289,33,0.435,0.287,,Irving,34.0,cust_76,2/5/2022,2/5/2022,khinz23@ucsd.edu,Kare,Female,37398.0,Hinz,+1 469 932 6542,75062,Texas
cust_77,804595158,Existing Customer,44,F,4,Graduate,Single,Less than $40K,Blue,36,6,4,2,7000.0,2517,4483.0,0.475,1112,23,1.875,0.36,,Phoenix,20.0,cust_77,11/2/2020,11/2/2020,tragate24@cafepress.com,Tedi,Female,47588.0,Ragate,+1 602 165 4282,85025,Arizona
cust_78,714826758,Existing Customer,37,F,3,Uneducated,Single,Less than $40K,Blue,29,4,4,2,7038.0,1801,5237.0,0.751,2339,57,0.966,0.256,,Los Angeles,48.0,cust_78,12/18/2021,12/18/2021,mgutteridge25@senate.gov,Marian,Female,54198.0,Gutteridge,+1 760 483 2619,90040,California
cust_79,779058108,Existing Customer,49,M,3,Graduate,Divorced,$60K - $80K,Blue,30,6,1,2,2536.0,1823,713.0,0.703,1468,23,0.353,0.719,,Brooklyn,31.0,cust_79,6/12/2021,6/12/2021,cliversley26@mlb.com,Clerc,Male,37691.0,Liversley,+1 212 328 7203,11231,New York
cust_80,710790258,Existing Customer,47,M,2,Graduate,Married,$80K - $120K,Blue,38,6,3,2,28904.0,1899,27005.0,0.85,1334,35,0.4,0.066,,Columbus,37.0,cust_80,2/28/2021,2/28/2021,mjozsika27@google.ca,Manya,Male,36557.0,Jozsika,+1 614 667 2808,43204,Ohio
cust_81,715623483,Existing Customer,47,M,3,Graduate,Married,$60K - $80K,Blue,37,4,4,0,8567.0,1695,6872.0,1.242,1457,41,1.412,0.198,,Mobile,33.0,cust_81,12/21/2021,12/21/2021,rportchmouth28@biblegateway.com,Roderich,Male,54073.0,Portchmouth,+1 251 374 9970,36610,Alabama
cust_82,715156383,Existing Customer,44,M,1,Unknown,Unknown,$120K +,Blue,36,6,2,2,34516.0,1533,32983.0,0.924,1603,29,0.526,0.044,"{'cust_id': None, 'first_name': 'Roarke', 'last_name': 'Paskerful', 'email': 'rpaskerful29@cnn.com', 'gender': 'Female', 'city': 'Tacoma', 'state': 'Washington', 'postal': '98442', 'phone_number': '+1 253 359 0699', 'income': 31837, 'date_created': '2/20/2020', 'date_updated': '2/20/2020', 'cust_age': 27}",,,,,,,,,,,,,
cust_83,711013983,Attrited Customer,55,F,4,Unknown,Married,$40K - $60K,Blue,45,2,4,3,2158.0,0,2158.0,0.585,615,12,0.714,0.0,,Boston,26.0,cust_83,2/17/2021,2/17/2021,mleteve2a@nps.gov,Meaghan,Male,18277.0,Le Teve,+1 617 469 0043,02124,Massachusetts
cust_84,755420433,Existing Customer,59,F,1,Graduate,Married,Unknown,Blue,52,2,3,3,10133.0,1417,8716.0,0.383,1068,20,0.818,0.14,,Tucson,33.0,cust_84,1/24/2022,1/24/2022,csurpliss2b@spiegel.de,Corissa,Male,47019.0,Surpliss,+1 520 362 3215,85705,Arizona
